id,event_unique_id,occurrence_year,occurrence_date,occurrence_time,reported_year,reported_date,reported_time,division,location_type,age_bias,mental_or_physical_disability,race_bias,ethnicity_bias,language_bias,religion_bias,sexual_orientation_bias,gender_bias,multiple_bias,primary_offence,hood_158,neighbourhood_158,hood_140,neighbourhood_140,arrest_made,occurrence_month,primary_offence_simplified,division_area
1090,GO-20231053126,2023,2023-05-10,0,2023,2023-05-11,1147,D51,Residential,NO,NO,None,None,None,None,2SLGBTQ+,None,NO,Fail To Comply Probation,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),YES,5,Other Offences,Toronto-East York
1091,GO-20231073491,2023,2023-05-13,1457,2023,2023-05-15,1326,D13,Public Spaces/Transportation,NO,NO,None,None,None,Sikh,None,None,NO,Assault,102,Forest Hill North (102),102,Forest Hill North (102),NO,5,Assault,Etobicoke-York
1092,GO-20239021208,2023,2023-05-14,1815,2023,2023-05-14,1859,D51,Public Spaces/Transportation,NO,NO,None,None,None,Jewish,None,None,NO,Criminal Harassment,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),YES,5,Threats and Harassment,Toronto-East York
1093,GO-20231096805,2023,2023-05-15,1515,2023,2023-05-16,1024,D43,Educational,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,143,West Rouge (143),131,Rouge (131),NO,5,Property Crimes,Scarborough
1094,GO-20231104962,2023,2023-05-16,1240,2023,2023-05-17,804,D11,Educational,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,089,Runnymede-Bloor West Village (89),089,Runnymede-Bloor West Village (89),NO,5,Property Crimes,Etobicoke-York
1095,GO-20231096939,2023,2023-05-16,806,2023,2023-05-16,1041,D41,Educational,NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,121,Oakridge (121),121,Oakridge (121),NO,5,Property Crimes,Scarborough
1096,GO-20231114712,2023,2023-05-17,1800,2023,2023-05-18,1029,D33,Healthcare,NO,NO,None,None,None,Jewish,None,None,NO,Harassing Communications,052,Bayview Village (52),052,Bayview Village (52),NO,5,Threats and Harassment,North York
1097,GO-20231109153,2023,2023-05-17,1400,2023,2023-05-17,1625,D11,Public Spaces/Transportation,NO,NO,None,None,None,None,None,None,YES,Assault,089,Runnymede-Bloor West Village (89),089,Runnymede-Bloor West Village (89),NO,5,Assault,Etobicoke-York
1098,GO-20231114880,2023,2023-05-18,1051,2023,2023-05-18,1051,D32,Public Spaces/Transportation,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,036,Newtonbrook West (36),036,Newtonbrook West (36),NO,5,Property Crimes,North York
1099,GO-20231147993,2023,2023-05-22,0,2023,2023-05-22,915,D32,Residential,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,036,Newtonbrook West (36),036,Newtonbrook West (36),NO,5,Property Crimes,North York
1100,GO-20231155499,2023,2023-05-22,2200,2023,2023-05-23,734,D32,Public Spaces/Transportation,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,036,Newtonbrook West (36),036,Newtonbrook West (36),NO,5,Property Crimes,North York
1101,GO-20231293161,2023,2023-05-22,0,2023,2023-06-07,1021,D53,Educational,NO,NO,None,None,None,Hindu,None,None,NO,Uttering Threats - Bodily Harm,174,South Eglinton-Davisville (174),104,Mount Pleasant West (104),NO,5,Threats and Harassment,Toronto-East York
1102,GO-20231157039,2023,2023-05-23,940,2023,2023-05-23,1057,D55,Public Spaces/Transportation,NO,NO,None,None,None,Muslim,None,None,NO,Assault,062,East End-Danforth (62),062,East End-Danforth (62),NO,5,Assault,Toronto-East York
1103,GO-20231202830,2023,2023-05-23,1200,2023,2023-05-28,1322,D52,Public Spaces/Transportation,NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),NO,5,Property Crimes,Toronto-East York
1104,GO-20231175301,2023,2023-05-24,1850,2023,2023-05-25,1325,D52,Public Spaces/Transportation,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),NO,5,Property Crimes,Toronto-East York
1105,GO-20231175888,2023,2023-05-25,1238,2023,2023-05-25,1238,D52,Public Spaces/Transportation,NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,164,Wellington Place (164),077,Waterfront Communities-The Island (77),NO,5,Property Crimes,Toronto-East York
1106,GO-20231210136,2023,2023-05-25,830,2023,2023-05-29,949,D53,Educational,NO,NO,Black,None,None,None,None,None,NO,Harassing Communications,173,North Toronto (173),104,Mount Pleasant West (104),NO,5,Threats and Harassment,Toronto-East York
1107,GO-20231189315,2023,2023-05-26,2127,2023,2023-05-26,2210,D13,Public Spaces/Transportation,NO,NO,None,None,None,None,2SLGBTQ+,None,NO,Assault,031,Yorkdale-Glen Park (31),031,Yorkdale-Glen Park (31),YES,5,Assault,Etobicoke-York
1108,GO-20231185777,2023,2023-05-26,1425,2023,2023-05-26,1425,D42,Residential,NO,NO,None,None,None,Muslim,None,None,NO,Wilful Promotion of Hatred,147,L'Amoreaux West (147),117,L'Amoreaux (117),NO,5,Hatred,Scarborough
1109,GO-20231183602,2023,2023-05-26,920,2023,2023-05-26,1010,D14,Public Spaces/Transportation,NO,NO,None,None,None,None,Gay,None,NO,Assault,085,South Parkdale (85),085,South Parkdale (85),NO,5,Assault,Etobicoke-York
1110,GO-20231209510,2023,2023-05-26,1500,2023,2023-05-29,834,D43,Educational,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Interfere With Property,143,West Rouge (143),131,Rouge (131),NO,5,Property Crimes,Scarborough
1111,GO-20231298939,2023,2023-06-01,700,2023,2023-06-07,1003,D13,Commercial/Business,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,094,Wychwood (94),094,Wychwood (94),NO,6,Property Crimes,Etobicoke-York
1112,GO-20231260005,2023,2023-06-02,2100,2023,2023-06-02,2343,D33,Residential,NO,NO,None,None,None,None,2SLGBTQ+,None,NO,Mischief Under $5000,047,Don Valley Village (47),047,Don Valley Village (47),NO,6,Property Crimes,North York
1113,GO-20231251309,2023,2023-06-02,916,2023,2023-06-02,916,D51,Residential,NO,NO,Black,None,None,Jewish,None,None,YES,Mischief Under $5000,166,St Lawrence-East Bayfront-The Islands (166),077,Waterfront Communities-The Island (77),NO,6,Property Crimes,Toronto-East York
1114,GO-20231280722,2023,2023-06-02,2300,2023,2023-06-05,1128,D22,Educational,NO,NO,None,None,None,None,2SLGBTQ+,None,NO,Mischief Under $5000,011,Eringate-Centennial-West Deane (11),011,Eringate-Centennial-West Deane (11),NO,6,Property Crimes,Etobicoke
1115,GO-20231268874,2023,2023-06-03,2230,2023,2023-06-03,2318,D52,Public Spaces/Transportation,NO,NO,East/Southeast Asian,None,None,None,None,None,NO,Uttering Threats - Bodily Harm,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),NO,6,Threats and Harassment,Toronto-East York
1116,GO-20231261044,2023,2023-06-03,313,2023,2023-06-03,318,D52,Public Spaces/Transportation,NO,NO,None,None,None,None,Gay,None,NO,Assault,164,Wellington Place (164),077,Waterfront Communities-The Island (77),NO,6,Assault,Toronto-East York
1117,GO-20231260730,2023,2023-06-03,130,2023,2023-06-03,159,D41,Public Spaces/Transportation,NO,NO,None,None,None,None,2SLGBTQ+,None,NO,Assault,122,Birchcliffe-Cliffside (122),122,Birchcliffe-Cliffside (122),NO,6,Assault,Scarborough
1118,GO-20231283850,2023,2023-06-05,1830,2023,2023-06-05,1830,D31,Public Spaces/Transportation,NO,NO,Black,None,None,None,None,None,NO,Mischief Interfere With Property,022,Humbermede (22),022,Humbermede (22),NO,6,Property Crimes,North York
1119,GO-20231449780,2023,2023-06-05,1200,2023,2023-06-23,1720,D42,Residential,NO,NO,None,None,None,None,2SLGBTQ+,None,NO,Mischief Under $5000,148,East L'Amoreaux (148),117,L'Amoreaux (117),NO,6,Property Crimes,Scarborough
1120,GO-20231295647,2023,2023-06-06,2146,2023,2023-06-06,2146,D12,Public Spaces/Transportation,NO,NO,East/Southeast Asian,None,None,None,None,None,NO,Mischief Under $5000,023,Pelmo Park-Humberlea (23),023,Pelmo Park-Humberlea (23),NO,6,Property Crimes,Etobicoke-York
1121,GO-20231300435,2023,2023-06-07,1254,2023,2023-06-07,1254,D14,Residential,NO,NO,None,Chinese,None,None,None,None,NO,Assault,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),NO,6,Assault,Etobicoke-York
1122,GO-20231309062,2023,2023-06-08,1159,2023,2023-06-08,1159,D53,Religious,NO,NO,None,None,None,None,2SLGBTQ+,None,NO,Mischief Under $5000,056,Leaside-Bennington (56),056,Leaside-Bennington (56),NO,6,Property Crimes,Toronto-East York
1123,GO-20231605325,2023,2023-06-08,1400,2023,2023-07-10,1911,D31,Commercial/Business,NO,NO,Black,None,None,None,None,None,NO,Assault With a Weapon,154,Oakdale-Beverley Heights (154),026,Downsview-Roding-CFB (26),YES,6,Assault,North York
1125,GO-20231380501,2023,2023-06-09,0,2023,2023-06-16,1154,D32,Public Spaces/Transportation,NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,050,Newtonbrook East (50),050,Newtonbrook East (50),NO,6,Property Crimes,North York
1126,GO-20231343730,2023,2023-06-10,1930,2023,2023-06-12,1135,D55,Public Spaces/Transportation,NO,NO,None,None,None,None,Lesbian,None,NO,Uttering Threats - Bodily Harm,060,Woodbine-Lumsden (60),060,Woodbine-Lumsden (60),YES,6,Threats and Harassment,Toronto-East York
1127,GO-20231455052,2023,2023-06-10,1408,2023,2023-06-24,1200,D11,Public Spaces/Transportation,NO,NO,None,Indian,None,None,None,None,NO,Assault,171,Junction-Wallace Emerson (171),093,Dovercourt-Wallace Emerson-Junction (93),NO,6,Assault,Etobicoke-York
1128,GO-20231363081,2023,2023-06-11,1140,2023,2023-06-14,959,D53,Public Spaces/Transportation,NO,NO,East/Southeast Asian,None,None,None,None,None,NO,Uttering Threats - Bodily Harm,103,Lawrence Park South (103),103,Lawrence Park South (103),NO,6,Threats and Harassment,Toronto-East York
1129,GO-20231335303,2023,2023-06-11,1119,2023,2023-06-11,1119,D32,Public Spaces/Transportation,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,036,Newtonbrook West (36),036,Newtonbrook West (36),NO,6,Property Crimes,North York
1130,GO-20231340470,2023,2023-06-11,2330,2023,2023-06-12,13,D41,Government/Public Buildings,NO,NO,None,None,None,None,None,Transgender Woman (Identifies As Woman),NO,Uttering Threats - Bodily Harm,124,Kennedy Park (124),124,Kennedy Park (124),NO,6,Threats and Harassment,Scarborough
1131,GO-20231345915,2023,2023-06-12,1532,2023,2023-06-12,1542,D31,Public Spaces/Transportation,NO,NO,None,None,None,None,2SLGBTQ+,None,NO,Assault,027,York University Heights (27),027,York University Heights (27),NO,6,Assault,North York
1132,GO-20231347787,2023,2023-06-12,1721,2023,2023-06-12,1934,D53,Commercial/Business,NO,NO,None,None,None,None,2SLGBTQ+,None,NO,Harassing Communications,095,Annex (95),095,Annex (95),NO,6,Threats and Harassment,Toronto-East York
1133,GO-20231363077,2023,2023-06-13,1700,2023,2023-06-15,1128,D55,Government/Public Buildings,NO,NO,None,None,None,None,2SLGBTQ+,None,NO,Mischief Under $5000,057,Broadview North (57),057,Broadview North (57),NO,6,Property Crimes,Toronto-East York
1134,GO-20231369939,2023,2023-06-15,922,2023,2023-06-15,922,D53,Public Spaces/Transportation,NO,NO,South Asian,None,None,None,None,None,NO,Assault With a Weapon,099,Mount Pleasant East (99),099,Mount Pleasant East (99),YES,6,Assault,Toronto-East York
1135,GO-20231384381,2023,2023-06-16,1126,2023,2023-06-16,2349,D32,Public Spaces/Transportation,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,036,Newtonbrook West (36),036,Newtonbrook West (36),NO,6,Property Crimes,North York
1136,GO-20231381111,2023,2023-06-16,1200,2023,2023-06-16,1304,D33,Public Spaces/Transportation,NO,NO,East/Southeast Asian,None,None,None,None,None,NO,Assault,119,Wexford/Maryvale (119),119,Wexford/Maryvale (119),NO,6,Assault,North York
1137,GO-20231399164,2023,2023-06-17,1200,2023,2023-06-18,1318,D12,Public Spaces/Transportation,NO,NO,East/Southeast Asian,None,None,None,None,None,NO,Mischief Under $5000,111,Rockcliffe-Smythe (111),111,Rockcliffe-Smythe (111),NO,6,Property Crimes,Etobicoke-York
1138,GO-20231400254,2023,2023-06-18,1522,2023,2023-06-18,1522,D42,Public Spaces/Transportation,NO,NO,Black,None,None,None,None,None,NO,Assault,144,Morningside Heights (144),131,Rouge (131),NO,6,Assault,Scarborough
1139,GO-20231409921,2023,2023-06-19,1540,2023,2023-06-19,1540,D31,Educational,NO,NO,None,None,None,None,Gay,None,NO,Criminal Harassment,023,Pelmo Park-Humberlea (23),023,Pelmo Park-Humberlea (23),NO,6,Threats and Harassment,North York
1140,GO-20231407306,2023,2023-06-19,0,2023,2023-06-19,1101,D13,Public Spaces/Transportation,NO,NO,None,None,None,None,2SLGBTQ+,None,NO,Mischief Under $5000,031,Yorkdale-Glen Park (31),031,Yorkdale-Glen Park (31),NO,6,Property Crimes,Etobicoke-York
1141,GO-20231406910,2023,2023-06-19,1013,2023,2023-06-19,1013,D14,Educational,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,172,Dovercourt Village (172),093,Dovercourt-Wallace Emerson-Junction (93),NO,6,Property Crimes,Etobicoke-York
1142,GO-20231415909,2023,2023-06-19,2300,2023,2023-06-20,852,D14,Educational,NO,NO,Black,None,None,Jewish,2SLGBTQ+,None,YES,Mischief Under $5000,172,Dovercourt Village (172),093,Dovercourt-Wallace Emerson-Junction (93),NO,6,Property Crimes,Etobicoke-York
1143,GO-20231419493,2023,2023-06-20,1537,2023,2023-06-20,1537,D13,Residential,NO,NO,None,None,None,None,Gay,None,NO,Criminal Harassment,101,Forest Hill South (101),101,Forest Hill South (101),NO,6,Threats and Harassment,Etobicoke-York
1144,GO-20231447944,2023,2023-06-22,1940,2023,2023-06-23,1402,D22,Public Spaces/Transportation,NO,NO,None,None,None,None,Gay,None,NO,Assault,016,Stonegate-Queensway (16),016,Stonegate-Queensway (16),NO,6,Assault,Etobicoke
1145,GO-20231451429,2023,2023-06-23,2037,2023,2023-06-23,2037,D52,Government/Public Buildings,NO,NO,None,None,None,None,2SLGBTQ+,None,NO,Wilful Promotion of Hatred,169,Bay-Cloverhill (169),076,Bay Street Corridor (76),NO,6,Hatred,Toronto-East York
1146,GO-20231451228,2023,2023-06-23,2007,2023,2023-06-23,2007,D41,Public Spaces/Transportation,NO,NO,South Asian,None,None,None,None,None,NO,Assault,120,Clairlea-Birchmount (120),120,Clairlea-Birchmount (120),NO,6,Assault,Scarborough
1147,GO-20231456517,2023,2023-06-23,2030,2023,2023-06-24,1633,D55,Residential,NO,NO,None,None,None,None,2SLGBTQ+,None,NO,Mischief Under $5000,063,The Beaches (63),063,The Beaches (63),YES,6,Property Crimes,Toronto-East York
1148,GO-20231464688,2023,2023-06-25,1040,2023,2023-06-25,1040,D42,Residential,NO,NO,None,None,None,None,2SLGBTQ+,None,NO,Theft,148,East L'Amoreaux (148),117,L'Amoreaux (117),NO,6,Property Crimes,Scarborough
1149,GO-20231475506,2023,2023-06-26,1248,2023,2023-06-27,1421,D55,Public Spaces/Transportation,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,065,Greenwood-Coxwell (65),065,Greenwood-Coxwell (65),NO,6,Property Crimes,Toronto-East York
1150,GO-20231492183,2023,2023-06-27,930,2023,2023-06-28,908,D14,Educational,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,172,Dovercourt Village (172),093,Dovercourt-Wallace Emerson-Junction (93),NO,6,Property Crimes,Etobicoke-York
1151,GO-20231503505,2023,2023-06-28,1600,2023,2023-06-29,1641,D42,Educational,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,128,Agincourt South-Malvern West (128),128,Agincourt South-Malvern West (128),NO,6,Property Crimes,Scarborough
1152,GO-20231498048,2023,2023-06-28,1910,2023,2023-06-28,1910,D32,Public Spaces/Transportation,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,036,Newtonbrook West (36),036,Newtonbrook West (36),NO,6,Property Crimes,North York
1153,GO-20231547792,2023,2023-06-30,1600,2023,2023-07-04,1243,D53,Educational,NO,NO,None,None,None,None,2SLGBTQ+,None,NO,Mischief Under $5000,055,Thorncliffe Park (55),055,Thorncliffe Park (55),NO,6,Property Crimes,Toronto-East York
1154,GO-20231567084,2023,2023-06-30,0,2023,2023-07-06,1138,D53,Educational,NO,NO,None,None,None,None,2SLGBTQ+,None,NO,Mischief Under $5000,055,Thorncliffe Park (55),055,Thorncliffe Park (55),NO,6,Property Crimes,Toronto-East York
1155,GO-20231901697,2023,2023-07-01,1120,2023,2023-08-11,1120,D32,Government/Public Buildings,NO,NO,Black,None,None,None,None,None,NO,Harassing Communications,037,Willowdale West (37),037,Willowdale West (37),NO,7,Threats and Harassment,North York
1156,GO-20232232318,2023,2023-07-01,0,2023,2023-09-25,2217,D51,Commercial/Business,NO,NO,None,Indian,None,None,None,None,NO,Assault,071,Cabbagetown-South St.James Town (71),071,Cabbagetown-South St.James Town (71),YES,7,Assault,Toronto-East York
1157,GO-20231525046,2023,2023-07-01,1909,2023,2023-07-01,1909,D32,Public Spaces/Transportation,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,036,Newtonbrook West (36),036,Newtonbrook West (36),NO,7,Property Crimes,North York
1158,GO-20231521988,2023,2023-07-01,1230,2023,2023-07-01,1235,D12,Residential,NO,NO,None,None,None,None,None,Transgender Woman (Identifies As Woman),NO,Uttering Threats - Bodily Harm,113,Weston (113),113,Weston (113),NO,7,Threats and Harassment,Etobicoke-York
1159,GO-20231525034,2023,2023-07-02,700,2023,2023-07-05,1445,D32,Public Spaces/Transportation,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Interfere With Property,036,Newtonbrook West (36),036,Newtonbrook West (36),NO,7,Property Crimes,North York
1160,GO-20231592541,2023,2023-07-02,0,2023,2023-07-09,905,D33,Public Spaces/Transportation,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,042,Banbury-Don Mills (42),042,Banbury-Don Mills (42),NO,7,Property Crimes,North York
1161,GO-20231540703,2023,2023-07-03,1735,2023,2023-07-03,1739,D14,Residential,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,095,Annex (95),095,Annex (95),NO,7,Property Crimes,Etobicoke-York
1162,GO-20231563967,2023,2023-07-06,201,2023,2023-07-06,201,D32,Public Spaces/Transportation,NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,038,Lansing-Westgate (38),038,Lansing-Westgate (38),NO,7,Property Crimes,North York
1163,GO-20231577211,2023,2023-07-06,1916,2023,2023-07-07,1308,D52,Educational,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,079,University (79),079,University (79),NO,7,Property Crimes,Toronto-East York
1164,GO-20231577831,2023,2023-07-07,1230,2023,2023-07-07,1633,D33,Educational,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,042,Banbury-Don Mills (42),042,Banbury-Don Mills (42),NO,7,Property Crimes,North York
1165,GO-20231589373,2023,2023-07-08,2128,2023,2023-07-08,2128,D31,Residential,NO,NO,None,None,None,Jewish,None,None,NO,Uttering Threats - Bodily Harm,025,Glenfield-Jane Heights (25),025,Glenfield-Jane Heights (25),NO,7,Threats and Harassment,North York
1166,GO-20231610731,2023,2023-07-09,1600,2023,2023-07-11,1202,D33,Residential,NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,046,Pleasant View (46),046,Pleasant View (46),NO,7,Property Crimes,North York
1167,GO-20231605426,2023,2023-07-09,1330,2023,2023-07-10,1925,D51,Commercial/Business,NO,NO,East/Southeast Asian,None,None,None,None,None,NO,Uttering Threats - Bodily Harm,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),NO,7,Threats and Harassment,Toronto-East York
1168,GO-20231604881,2023,2023-07-10,1803,2023,2023-07-10,1816,D32,Public Spaces/Transportation,NO,NO,None,None,None,Jewish,None,None,NO,Uttering Threats - Bodily Harm,039,Bedford Park-Nortown (39),039,Bedford Park-Nortown (39),NO,7,Threats and Harassment,North York
1169,GO-20231628239,2023,2023-07-13,1308,2023,2023-07-13,1308,D22,Residential,NO,NO,None,None,None,None,2SLGBTQ+,None,NO,Mischief Under $5000,016,Stonegate-Queensway (16),016,Stonegate-Queensway (16),NO,7,Property Crimes,Etobicoke
1170,GO-20231644484,2023,2023-07-15,1054,2023,2023-07-15,1054,D14,Residential,NO,NO,None,None,None,None,Gay,None,NO,Mischief Under $5000,085,South Parkdale (85),085,South Parkdale (85),NO,7,Property Crimes,Etobicoke-York
